CustomerID,Gender,Age,SeniorCitizen,Partner,Dependents,TenureMonths,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaymentMethod,MonthlyCharges,TotalCharges,SupportTickets,SatisfactionScore,Churn,TenureGroup,MonthlyChargeCategory,SupportLevel,AverageMonthlySpend
CUST007250,Male,75,1,Yes,Yes,16,Yes,Fiber Optic,No,No,No,No,Yes,Yes,One year,Mailed Check,56.63,886.09,1,2,Yes,1-2 Years,Medium,Low,55.380625
CUST007251,Male,28,0,No,No,66,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Bank Transfer,62.91,4140.69,3,5,Yes,4-6 Years,Medium,Medium,62.73772727272727
CUST007252,Female,31,0,Yes,Yes,44,No,DSL,Yes,No,No,Yes,No,Yes,One year,Electronic Check,66.59,2976.22,0,4,No,2-4 Years,Medium,Low,67.64136363636364
CUST007253,Female,60,1,No,No,39,Yes,Cable,No,No,Yes,No,Yes,No,Month-to-month,Mailed Check,42.26,1698.49,3,3,No,2-4 Years,Low,Medium,43.55102564102564
CUST007254,Female,37,0,No,No,27,No,Fiber Optic,Yes,No,Yes,No,Yes,No,One year,Mailed Check,100.21,2656.12,1,4,No,2-4 Years,High,Low,98.37481481481481
CUST007255,Male,36,0,Yes,Yes,52,No,Cable,Yes,Yes,Yes,Yes,No,No,Two year,Bank Transfer,55.07,2833.53,3,5,No,4-6 Years,Medium,Medium,54.49096153846154
CUST007256,Male,74,1,No,No,43,Yes,Cable,Yes,No,No,Yes,Yes,No,Month-to-month,Electronic Check,57.1,2446.78,1,5,No,2-4 Years,Medium,Low,56.901860465116286
CUST007257,Male,76,1,No,No,32,No,DSL,No,Yes,No,No,No,No,Month-to-month,Bank Transfer,39.71,1328.64,0,2,Yes,2-4 Years,Low,Low,41.52
CUST007258,Male,77,1,No,No,62,No,DSL,No,No,No,Yes,Yes,Yes,One year,Mailed Check,73.54,4512.47,1,3,No,4-6 Years,High,Low,72.78177419354839
CUST007259,Female,24,0,Yes,No,67,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Mailed Check,47.43,3202.41,2,1,Yes,4-6 Years,Low,Medium,47.79716417910448
CUST007260,Male,60,1,No,No,53,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Credit Card,72.98,3886.59,2,5,Yes,4-6 Years,High,Medium,73.33188679245283
CUST007261,Female,80,1,Yes,Yes,28,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Electronic Check,69.52,1950.41,0,3,No,2-4 Years,Medium,Low,69.6575
CUST007262,Male,51,0,No,No,20,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Month-to-month,Electronic Check,89.37,1800.49,0,3,Yes,1-2 Years,High,Low,90.0245
CUST007263,Female,57,0,No,No,50,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Credit Card,20.0,981.45,2,3,No,4-6 Years,Low,Medium,19.629
CUST007264,Female,69,1,No,No,72,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Mailed Check,52.25,3782.65,1,2,Yes,4-6 Years,Low,Low,52.53680555555556
CUST007265,Female,20,0,No,No,8,No,Fiber Optic,Yes,No,No,Yes,No,No,Month-to-month,Electronic Check,72.51,567.83,1,5,Yes,0-1 Year,High,Low,70.97875
CUST007266,Male,32,0,No,No,2,Yes,Unknown,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic Check,20.0,87.48,2,1,Yes,0-1 Year,Low,Medium,43.74
CUST007267,Female,60,1,Yes,Yes,51,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Mailed Check,90.87,4690.74,1,5,Yes,4-6 Years,High,Low,91.97529411764705
CUST007268,Female,50,0,Yes,Yes,41,No,Fiber Optic,Yes,No,Yes,Yes,No,No,Month-to-month,Electronic Check,75.48,3097.19,2,5,Yes,2-4 Years,High,Medium,75.54121951219513
CUST007269,Female,62,1,No,No,1,Yes,Fiber Optic,No,Yes,No,No,No,No,Two year,Electronic Check,67.65,61.55,1,1,Yes,0-1 Year,Medium,Low,61.55
CUST007270,Male,39,0,Yes,No,41,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Credit Card,43.89,1812.61,3,2,Yes,2-4 Years,Low,Medium,44.21
CUST007271,Male,23,0,No,No,6,Yes,Cable,No,No,No,No,Yes,No,Month-to-month,Credit Card,53.59,324.28,1,2,Yes,0-1 Year,Medium,Low,54.04666666666666
CUST007272,Female,77,1,No,No,59,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Two year,Mailed Check,59.2,3517.64,0,4,No,4-6 Years,Medium,Low,59.62101694915254
CUST007273,Male,69,1,No,No,23,No,Fiber Optic,Yes,No,No,Yes,No,No,One year,Mailed Check,56.37,1262.26,1,4,No,1-2 Years,Medium,Low,54.88086956521739
CUST007274,Female,43,0,Yes,No,66,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Electronic Check,26.4,1710.95,0,5,No,4-6 Years,Low,Low,25.92348484848485
CUST007275,Male,35,0,No,No,33,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Month-to-month,Bank Transfer,57.46,1946.64,2,5,Yes,2-4 Years,Medium,Medium,58.98909090909091
CUST007276,Female,53,0,No,No,52,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Bank Transfer,103.03,5339.41,0,3,Yes,4-6 Years,High,Low,102.68096153846153
CUST007277,Male,63,1,Yes,No,39,No,Cable,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Bank Transfer,47.18,1850.04,1,3,No,2-4 Years,Low,Low,47.43692307692307
CUST007278,Female,29,0,Yes,No,3,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Electronic Check,55.35,148.03,0,5,No,0-1 Year,Medium,Low,49.343333333333334
CUST007279,Female,61,1,Yes,Yes,0,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Credit Card,40.17,0.0,0,4,No,0-1 Year,Low,Low,0.0
CUST007280,Female,24,0,No,No,27,No,Cable,Yes,No,No,Yes,Yes,No,Month-to-month,Credit Card,42.13,1143.65,2,5,Yes,2-4 Years,Low,Medium,42.35740740740741
CUST007281,Female,66,1,Yes,Yes,8,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-month,Credit Card,112.41,890.11,5,5,Yes,0-1 Year,High,High,111.26375
CUST007282,Female,18,0,Yes,Yes,11,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,One year,Credit Card,65.36,702.25,4,4,No,0-1 Year,Medium,High,63.84090909090909
CUST007283,Female,76,1,No,No,24,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Month-to-month,Bank Transfer,81.99,1913.78,2,1,Yes,1-2 Years,High,Medium,79.74083333333333
CUST007284,Male,39,0,Yes,Yes,21,No,DSL,Yes,Yes,No,Yes,No,No,One year,Bank Transfer,54.11,1080.59,2,2,Yes,1-2 Years,Medium,Medium,51.45666666666666
CUST007285,Male,75,1,Yes,Yes,11,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Bank Transfer,80.72,868.89,0,3,Yes,0-1 Year,High,Low,78.99
CUST007286,Male,66,1,Yes,No,43,No,Unknown,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit Card,35.08,1453.17,0,4,Yes,2-4 Years,Low,Low,33.7946511627907
CUST007287,Male,42,0,No,No,45,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Mailed Check,84.6,3782.87,0,3,Yes,2-4 Years,High,Low,84.06377777777777
CUST007288,Female,23,0,No,No,23,No,DSL,No,Yes,Yes,No,Yes,No,One year,Electronic Check,64.45,1453.82,1,2,Yes,1-2 Years,Medium,Low,63.2095652173913
CUST007289,Female,63,1,Yes,No,35,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Two year,Credit Card,85.74,3049.92,2,2,No,2-4 Years,High,Medium,87.14057142857143
CUST007290,Female,22,0,Yes,No,35,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Electronic Check,75.6,2683.93,2,1,Yes,2-4 Years,High,Medium,76.68371428571429
CUST007291,Male,44,0,Yes,Yes,66,No,Cable,No,Yes,No,Yes,Yes,Yes,Two year,Bank Transfer,70.85,4666.85,1,1,No,4-6 Years,Medium,Low,70.7098484848485
CUST007292,Male,67,1,Yes,Yes,17,Yes,Cable,Yes,No,No,No,No,Yes,Month-to-month,Mailed Check,47.21,811.73,1,1,Yes,1-2 Years,Low,Low,47.748823529411766
CUST007293,Female,18,0,No,No,36,No,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Credit Card,102.92,3661.19,3,1,Yes,2-4 Years,High,Medium,101.69972222222222
CUST007294,Female,67,1,No,No,14,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,Month-to-month,Bank Transfer,88.85,1275.12,0,5,Yes,1-2 Years,High,Low,91.08
CUST007295,Female,40,0,Yes,No,54,Yes,Cable,No,Yes,No,No,No,Yes,Month-to-month,Bank Transfer,29.11,1528.38,1,4,No,4-6 Years,Low,Low,28.303333333333335
CUST007296,Male,51,0,No,No,46,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Electronic Check,50.39,2275.47,1,2,Yes,2-4 Years,Low,Low,49.46673913043478
CUST007297,Male,76,1,Yes,Yes,72,No,DSL,No,No,Yes,Yes,Yes,No,One year,Mailed Check,33.59,2445.73,0,3,No,4-6 Years,Low,Low,33.968472222222225
CUST007298,Male,59,0,Yes,Yes,62,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Month-to-month,Bank Transfer,69.33,4285.51,0,3,Yes,4-6 Years,Medium,Low,69.12112903225807
CUST007299,Male,48,0,Yes,Yes,54,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Electronic Check,77.76,4255.14,1,4,Yes,4-6 Years,High,Low,78.7988888888889
CUST007300,Female,76,1,No,No,62,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Credit Card,44.69,2773.32,2,3,No,4-6 Years,Low,Medium,44.73096774193549
CUST007301,Male,57,0,No,No,59,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Two year,Mailed Check,75.06,4447.73,3,4,No,4-6 Years,High,Medium,75.38525423728812
CUST007302,Female,45,0,Yes,Yes,55,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Month-to-month,Credit Card,56.22,3071.46,1,4,Yes,4-6 Years,Medium,Low,55.844727272727276
CUST007303,Male,56,0,No,No,2,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Electronic Check,64.19,181.32,1,2,Yes,0-1 Year,Medium,Low,90.66
CUST007304,Male,33,0,Yes,Yes,64,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Electronic Check,61.39,3883.76,0,1,No,4-6 Years,Medium,Low,60.68375
CUST007305,Male,35,0,No,No,48,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Mailed Check,69.46,3326.7,2,1,Yes,2-4 Years,Medium,Medium,69.30624999999999
CUST007306,Female,19,0,No,No,45,No,Cable,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Bank Transfer,42.64,1909.97,0,4,No,2-4 Years,Low,Low,42.443777777777775
CUST007307,Female,47,0,No,No,67,Yes,Unknown,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank Transfer,20.0,1283.48,0,3,No,4-6 Years,Low,Low,19.15641791044776
CUST007308,Female,48,0,No,No,25,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Credit Card,68.27,1676.19,1,2,Yes,2-4 Years,Medium,Low,67.0476
CUST007309,Female,23,0,No,No,24,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Credit Card,55.11,1282.36,1,2,Yes,1-2 Years,Medium,Low,53.431666666666665
CUST007310,Female,51,0,Yes,No,34,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Mailed Check,77.32,2602.52,2,5,Yes,2-4 Years,High,Medium,76.54470588235294
CUST007311,Male,48,0,No,No,28,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Electronic Check,60.28,1734.57,1,5,No,2-4 Years,Medium,Low,61.94892857142857
CUST007312,Female,24,0,Yes,Yes,69,Yes,DSL,No,Yes,No,No,No,Yes,One year,Electronic Check,52.08,3600.96,1,2,Yes,4-6 Years,Low,Low,52.18782608695652
CUST007313,Female,76,1,Yes,No,18,No,Cable,No,Yes,No,No,No,Yes,Month-to-month,Credit Card,46.08,849.9,2,4,No,1-2 Years,Low,Medium,47.21666666666667
CUST007314,Female,39,0,No,No,72,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Mailed Check,65.98,4691.97,1,2,No,4-6 Years,Medium,Low,65.16625
CUST007315,Female,76,1,No,No,56,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Month-to-month,Bank Transfer,103.94,5825.35,3,1,Yes,4-6 Years,High,Medium,104.02410714285715
CUST007316,Female,23,0,Yes,Yes,22,No,Unknown,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Electronic Check,32.5,678.69,1,2,Yes,1-2 Years,Low,Low,30.849545454545456
CUST007317,Male,29,0,Yes,Yes,32,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Bank Transfer,27.58,871.59,2,1,Yes,2-4 Years,Low,Medium,27.2371875
CUST007318,Female,78,1,No,No,38,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Bank Transfer,62.65,2362.03,3,3,Yes,2-4 Years,Medium,Medium,62.158684210526324
CUST007319,Female,74,1,No,No,18,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-month,Electronic Check,81.16,1468.39,2,1,Yes,1-2 Years,High,Medium,81.57722222222223
CUST007320,Female,24,0,Yes,Yes,2,Yes,Cable,No,Yes,Yes,No,No,Yes,Month-to-month,Electronic Check,73.41,188.51,0,3,Yes,0-1 Year,High,Low,94.255
CUST007321,Male,77,1,Yes,Yes,22,No,Unknown,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Bank Transfer,54.83,1239.83,2,2,No,1-2 Years,Medium,Medium,56.35590909090909
CUST007322,Male,39,0,Yes,No,60,Yes,Fiber Optic,No,Yes,No,Yes,No,No,Two year,Bank Transfer,76.57,4551.82,2,1,No,4-6 Years,High,Medium,75.86366666666666
CUST007323,Male,38,0,Yes,No,43,No,Fiber Optic,No,No,Yes,No,Yes,No,One year,Mailed Check,92.96,3968.71,1,2,Yes,2-4 Years,High,Low,92.29558139534883
CUST007324,Female,43,0,Yes,Yes,11,No,Fiber Optic,Yes,No,No,No,No,Yes,Month-to-month,Credit Card,87.21,924.46,0,2,Yes,0-1 Year,High,Low,84.04181818181819
CUST007325,Male,29,0,Yes,No,55,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Mailed Check,43.94,2406.33,1,4,No,4-6 Years,Low,Low,43.75145454545454
CUST007326,Male,26,0,Yes,Yes,66,Yes,Fiber Optic,No,No,Yes,Yes,No,No,Month-to-month,Credit Card,94.1,6196.91,2,1,Yes,4-6 Years,High,Medium,93.89257575757576
CUST007327,Female,30,0,No,No,10,Yes,Cable,Yes,No,Yes,Yes,No,No,Month-to-month,Mailed Check,84.15,824.97,1,3,Yes,0-1 Year,High,Low,82.497
CUST007328,Male,39,0,Yes,Yes,71,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Credit Card,35.8,2507.28,0,4,No,4-6 Years,Low,Low,35.31380281690141
CUST007329,Female,53,0,Yes,Yes,63,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,Two year,Credit Card,80.61,5022.38,1,4,No,4-6 Years,High,Low,79.72031746031746
CUST007330,Male,49,0,Yes,Yes,9,No,Fiber Optic,Yes,No,No,Yes,No,Yes,Month-to-month,Credit Card,87.5,750.06,6,2,Yes,0-1 Year,High,High,83.33999999999999
CUST007331,Female,69,1,No,No,71,No,Fiber Optic,Yes,No,No,Yes,No,Yes,Month-to-month,Credit Card,66.72,4690.78,1,1,No,4-6 Years,Medium,Low,66.06732394366198
CUST007332,Female,20,0,Yes,No,27,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,One year,Bank Transfer,88.23,2433.6,1,1,No,2-4 Years,High,Low,90.13333333333333
CUST007333,Female,70,1,No,No,17,Yes,Fiber Optic,No,Yes,No,Yes,No,No,Month-to-month,Electronic Check,97.36,1630.06,1,4,Yes,1-2 Years,High,Low,95.88588235294117
CUST007334,Female,75,1,No,No,44,No,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-to-month,Bank Transfer,68.71,3042.54,1,5,Yes,2-4 Years,Medium,Low,69.14863636363636
CUST007335,Female,58,0,Yes,No,51,No,DSL,Yes,No,Yes,Yes,No,No,One year,Bank Transfer,33.78,1711.27,2,3,No,4-6 Years,Low,Medium,33.554313725490196
CUST007336,Male,23,0,Yes,No,16,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Credit Card,66.95,1068.07,1,1,No,1-2 Years,Medium,Low,66.754375
CUST007337,Female,70,1,No,No,49,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Electronic Check,83.93,4130.98,1,3,Yes,4-6 Years,High,Low,84.30571428571427
CUST007338,Female,77,1,No,No,37,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Electronic Check,81.53,2969.69,1,1,Yes,2-4 Years,High,Low,80.26189189189189
CUST007339,Female,21,0,Yes,No,51,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Two year,Mailed Check,80.28,4094.56,0,5,No,4-6 Years,High,Low,80.28549019607843
CUST007340,Male,56,0,Yes,Yes,40,No,Cable,Yes,No,Yes,No,Yes,No,Month-to-month,Mailed Check,23.84,920.62,1,3,No,2-4 Years,Low,Low,23.0155
CUST007341,Female,24,0,No,No,21,No,DSL,Yes,No,No,No,No,No,Month-to-month,Bank Transfer,50.13,1056.65,0,4,No,1-2 Years,Low,Low,50.31666666666667
CUST007342,Female,28,0,Yes,No,71,Yes,Cable,No,Yes,No,Yes,No,Yes,One year,Mailed Check,42.48,3053.24,1,4,No,4-6 Years,Low,Low,43.003380281690134
CUST007343,Female,54,0,Yes,Yes,45,No,DSL,No,Yes,No,Yes,No,No,One year,Bank Transfer,42.32,1907.7,2,4,No,2-4 Years,Low,Medium,42.39333333333333
CUST007344,Female,28,0,Yes,No,8,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Bank Transfer,65.03,549.88,1,3,Yes,0-1 Year,Medium,Low,68.735
CUST007345,Female,77,1,No,No,27,No,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-to-month,Mailed Check,69.5,1908.57,1,2,Yes,2-4 Years,Medium,Low,70.68777777777778
CUST007346,Male,34,0,No,No,40,No,Fiber Optic,Yes,No,Yes,No,Yes,No,Two year,Credit Card,87.95,3480.76,2,5,No,2-4 Years,High,Medium,87.019
CUST007347,Male,52,0,Yes,No,37,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Two year,Electronic Check,95.91,3590.23,2,3,Yes,2-4 Years,High,Medium,97.03324324324325
CUST007348,Male,43,0,Yes,Yes,3,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Electronic Check,73.62,220.05,0,5,Yes,0-1 Year,High,Low,73.35000000000001
CUST007349,Male,66,1,Yes,Yes,9,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,One year,Credit Card,68.52,598.38,2,4,Yes,0-1 Year,Medium,Medium,66.48666666666666
CUST007350,Female,23,0,No,No,1,Yes,Unknown,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed Check,61.52,23.85,0,5,No,0-1 Year,Medium,Low,23.85
CUST007351,Female,63,1,Yes,No,69,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Credit Card,70.8,4944.37,0,2,No,4-6 Years,Medium,Low,71.65753623188405
CUST007352,Male,66,1,Yes,No,29,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Mailed Check,32.82,900.42,2,2,Yes,2-4 Years,Low,Medium,31.048965517241378
CUST007353,Male,52,0,No,No,7,No,Fiber Optic,Yes,No,No,No,Yes,No,Month-to-month,Credit Card,44.61,283.61,2,2,Yes,0-1 Year,Low,Medium,40.51571428571429
CUST007354,Male,52,0,No,No,40,No,Fiber Optic,No,No,No,Yes,Yes,Yes,One year,Mailed Check,89.12,3594.61,1,4,No,2-4 Years,High,Low,89.86525
CUST007355,Female,25,0,Yes,Yes,25,Yes,Cable,No,Yes,No,No,No,Yes,One year,Electronic Check,67.81,1689.15,1,4,No,2-4 Years,Medium,Low,67.566
CUST007356,Female,80,1,Yes,Yes,68,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Bank Transfer,67.31,4525.41,1,3,No,4-6 Years,Medium,Low,66.55014705882353
CUST007357,Male,50,0,No,No,3,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Electronic Check,57.11,180.21,1,5,Yes,0-1 Year,Medium,Low,60.07
CUST007358,Female,26,0,No,No,17,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Two year,Credit Card,46.89,838.36,0,2,No,1-2 Years,Low,Low,49.315294117647056
CUST007359,Female,18,0,Yes,Yes,70,Yes,Fiber Optic,No,No,No,Yes,No,Yes,One year,Mailed Check,99.23,6942.49,1,3,Yes,4-6 Years,High,Low,99.17842857142857
CUST007360,Female,50,0,No,No,55,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Electronic Check,76.59,4189.37,2,2,No,4-6 Years,High,Medium,76.17036363636363
CUST007361,Female,32,0,No,No,9,Yes,Fiber Optic,No,No,Yes,Yes,No,No,Month-to-month,Mailed Check,62.91,538.08,0,4,Yes,0-1 Year,Medium,Low,59.78666666666667
CUST007362,Male,47,0,No,No,22,No,Fiber Optic,Yes,No,Yes,No,Yes,No,Month-to-month,Electronic Check,60.36,1344.17,0,2,Yes,1-2 Years,Medium,Low,61.098636363636366
CUST007363,Female,35,0,Yes,No,33,No,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Mailed Check,77.19,2599.36,1,3,No,2-4 Years,High,Low,78.76848484848485
CUST007364,Female,27,0,Yes,No,27,Yes,DSL,No,Yes,Yes,No,No,No,One year,Credit Card,44.53,1188.95,2,5,No,2-4 Years,Low,Medium,44.035185185185185
CUST007365,Female,33,0,No,No,28,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Credit Card,29.44,842.79,1,5,Yes,2-4 Years,Low,Low,30.099642857142857
CUST007366,Male,41,0,No,No,54,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Mailed Check,53.57,2873.41,2,3,No,4-6 Years,Medium,Medium,53.2112962962963
CUST007367,Male,38,0,Yes,No,64,No,Fiber Optic,Yes,No,Yes,No,No,Yes,Month-to-month,Mailed Check,80.48,5201.39,0,2,Yes,4-6 Years,High,Low,81.27171875
CUST007368,Male,79,1,Yes,Yes,55,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Month-to-month,Mailed Check,80.12,4380.83,1,5,Yes,4-6 Years,High,Low,79.65145454545454
CUST007369,Female,45,0,No,No,29,No,Cable,No,No,No,No,No,Yes,Month-to-month,Electronic Check,50.78,1506.91,1,3,No,2-4 Years,Low,Low,51.96241379310345
CUST007370,Female,52,0,No,No,0,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Month-to-month,Mailed Check,64.81,58.76,0,2,Yes,0-1 Year,Medium,Low,0.0
CUST007371,Female,46,0,No,No,59,No,Cable,Yes,Yes,No,Yes,Yes,Yes,One year,Mailed Check,82.48,4815.78,2,5,No,4-6 Years,High,Medium,81.62338983050847
CUST007372,Male,27,0,Yes,Yes,12,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Two year,Bank Transfer,66.89,806.77,0,2,No,0-1 Year,Medium,Low,67.23083333333334
CUST007373,Male,57,0,Yes,Yes,55,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Month-to-month,Bank Transfer,79.55,4347.09,1,1,No,4-6 Years,High,Low,79.038
CUST007374,Female,59,0,No,No,61,Yes,Unknown,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic Check,53.77,3233.37,1,2,Yes,4-6 Years,Medium,Low,53.00606557377049
CUST007375,Male,61,1,No,No,0,No,Fiber Optic,No,Yes,Yes,No,No,No,Month-to-month,Electronic Check,70.29,0.0,2,3,Yes,0-1 Year,Medium,Medium,0.0
CUST007376,Female,31,0,No,No,4,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Bank Transfer,75.94,269.85,1,4,Yes,0-1 Year,High,Low,67.4625
CUST007377,Male,41,0,No,No,68,No,Unknown,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank Transfer,36.92,2490.56,1,4,No,4-6 Years,Low,Low,36.625882352941176
CUST007378,Female,19,0,Yes,No,20,Yes,Cable,No,No,No,No,Yes,Yes,One year,Mailed Check,93.31,1862.14,1,2,Yes,1-2 Years,High,Low,93.107
CUST007379,Male,42,0,Yes,Yes,40,Yes,Unknown,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank Transfer,42.83,1750.1,3,4,No,2-4 Years,Low,Medium,43.7525
CUST007380,Male,37,0,No,No,0,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-month,Bank Transfer,76.9,23.05,1,1,Yes,0-1 Year,High,Low,0.0
CUST007381,Male,67,1,No,No,42,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Credit Card,39.36,1673.17,0,4,Yes,2-4 Years,Low,Low,39.837380952380954
CUST007382,Female,61,1,No,No,43,No,Cable,No,Yes,Yes,Yes,No,Yes,Two year,Bank Transfer,50.85,2193.24,2,2,No,2-4 Years,Low,Medium,51.005581395348834
CUST007383,Male,37,0,Yes,Yes,36,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Two year,Credit Card,58.22,2091.36,0,3,No,2-4 Years,Medium,Low,58.093333333333334
CUST007384,Female,78,1,No,No,68,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Credit Card,39.35,2640.75,2,5,Yes,4-6 Years,Low,Medium,38.83455882352941
CUST007385,Female,46,0,No,No,56,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Mailed Check,60.27,3425.96,0,4,No,4-6 Years,Medium,Low,61.17785714285714
CUST007386,Male,43,0,Yes,No,58,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Two year,Bank Transfer,73.66,4314.61,1,4,No,4-6 Years,High,Low,74.38982758620689
CUST007387,Female,34,0,Yes,Yes,18,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Bank Transfer,70.08,1296.96,0,2,Yes,1-2 Years,Medium,Low,72.05333333333334
CUST007388,Male,28,0,No,No,40,Yes,Unknown,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic Check,20.0,856.81,3,2,Yes,2-4 Years,Low,Medium,21.42025
CUST007389,Female,45,0,Yes,Yes,47,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Mailed Check,83.89,3944.38,1,1,No,2-4 Years,High,Low,83.92297872340426
CUST007390,Female,29,0,Yes,Yes,36,No,Fiber Optic,Yes,No,No,No,Yes,Yes,Month-to-month,Electronic Check,89.31,3250.59,1,5,Yes,2-4 Years,High,Low,90.29416666666667
